email_id,subject,text,label
3769,Conference Update,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Monday.,events
1316,Weekend Plans,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Thursday.,personal
2270,Invoice,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Monday.,finance
1967,Career Opportunity,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Friday.,job_career
2466,Payment Update,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Tuesday.,finance
3856,Event Invitation,You are invited to attend our annual conference next month. Please respond when convenient. This update is scheduled for Tuesday.,events
1351,Weekend Plans,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Thursday.,personal
3297,Travel Confirmation,Please send me the details of my upcoming trip. Please respond when convenient. This update is scheduled for Tuesday.,travel
113,Quarterly Report,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Tuesday.,business
3134,Flight Booking,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Tuesday.,travel
264,Quarterly Report,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Thursday.,business
1394,Hello,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Tuesday.,personal
1879,Career Opportunity,We would like to invite you for an interview for the open position. Please respond when convenient. This update is scheduled for Tuesday.,job_career
1187,Weekend Plans,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Thursday.,personal
3072,Hotel Reservation,Please send me the details of my upcoming trip. Please respond when convenient. This update is scheduled for Friday.,travel
57,Project Update,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Friday.,business
1310,Checking In,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Monday.,personal
696,Service Problem,I am having trouble with my order and need some assistance. Please respond when convenient. This update is scheduled for Monday.,customer_support
2953,Meeting Request,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Friday.,meetings
1727,Interview Invitation,We would like to invite you for an interview for the open position. Please respond when convenient. This update is scheduled for Thursday.,job_career
2092,Invoice,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Wednesday.,finance
3870,Event Invitation,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Thursday.,events
320,Quarterly Report,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Thursday.,business
4321,Exclusive Discount,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Monday.,promotions
683,Support Request,My product arrived damaged. Please help me with a replacement. Please respond when convenient. This update is scheduled for Monday.,customer_support
3842,Upcoming Event,Please find the invitation for the upcoming seminar. Please respond when convenient. This update is scheduled for Monday.,events
3214,Flight Booking,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Friday.,travel
2003,Account Statement,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Monday.,finance
4783,Weekly Update,Here are this week's latest company updates. Please respond when convenient. This update is scheduled for Friday.,newsletter_updates
4151,Exclusive Discount,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Monday.,promotions
287,Project Update,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Thursday.,business
1889,Job Application,We would like to invite you for an interview for the open position. Please respond when convenient. This update is scheduled for Monday.,job_career
2338,Invoice,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Friday.,finance
2521,Meeting Request,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Monday.,meetings
2278,Invoice,Please find the latest invoice attached to this email. Please respond when convenient. This update is scheduled for Thursday.,finance
2128,Payment Update,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Wednesday.,finance
3500,Hotel Reservation,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Wednesday.,travel
4212,Exclusive Discount,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Monday.,promotions
2084,Payment Update,Please find the latest invoice attached to this email. Please respond when convenient. This update is scheduled for Tuesday.,finance
737,Order Issue,I am having trouble with my order and need some assistance. Please respond when convenient. This update is scheduled for Monday.,customer_support
4802,Latest News,This week's newsletter includes important announcements. Please respond when convenient. This update is scheduled for Tuesday.,newsletter_updates
337,Project Update,The client has requested an update on the project timeline. Please respond when convenient. This update is scheduled for Thursday.,business
2597,Meeting Reminder,Can we reschedule our meeting to Thursday afternoon? Please respond when convenient. This update is scheduled for Friday.,meetings
2772,Meeting Reminder,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Wednesday.,meetings
3705,Conference Update,Please find the invitation for the upcoming seminar. Please respond when convenient. This update is scheduled for Tuesday.,events
4405,Exclusive Discount,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Monday.,promotions
1072,Hello,I hope you are doing well. Let me know when we can catch up. Please respond when convenient. This update is scheduled for Friday.,personal
2291,Account Statement,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Thursday.,finance
1673,Interview Invitation,I am interested in learning more about the internship opportunity. Please respond when convenient. This update is scheduled for Thursday.,job_career
4084,Special Offer,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Friday.,promotions
4251,Exclusive Discount,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Wednesday.,promotions
4114,Special Offer,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Tuesday.,promotions
4409,Special Offer,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Monday.,promotions
3367,Hotel Reservation,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Wednesday.,travel
1489,Hello,Please call me when you have some free time. Please respond when convenient. This update is scheduled for Monday.,personal
499,Quarterly Report,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Monday.,business
4383,Exclusive Discount,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Monday.,promotions
3480,Hotel Reservation,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Thursday.,travel
2582,Meeting Request,I would like to arrange a meeting to discuss the project. Please respond when convenient. This update is scheduled for Tuesday.,meetings
3124,Hotel Reservation,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Friday.,travel
2922,Schedule Update,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Friday.,meetings
4378,Special Offer,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Friday.,promotions
2645,Schedule Update,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Thursday.,meetings
4287,Exclusive Discount,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Tuesday.,promotions
4041,Limited Time Deal,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Monday.,promotions
2035,Invoice,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Friday.,finance
1023,Weekend Plans,Please call me when you have some free time. Please respond when convenient. This update is scheduled for Tuesday.,personal
2283,Payment Update,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Monday.,finance
4887,Monthly Newsletter,Read the latest news and updates from our organization. Please respond when convenient. This update is scheduled for Wednesday.,newsletter_updates
4220,Special Offer,Our special offer is available for a limited time. Please respond when convenient. This update is scheduled for Thursday.,promotions
3064,Hotel Reservation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Wednesday.,travel
4366,Exclusive Discount,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Monday.,promotions
666,Order Issue,My product arrived damaged. Please help me with a replacement. Please respond when convenient. This update is scheduled for Thursday.,customer_support
3933,Event Invitation,Please find the invitation for the upcoming seminar. Please respond when convenient. This update is scheduled for Tuesday.,events
2639,Meeting Request,The meeting agenda is attached for your review. Please respond when convenient. This update is scheduled for Monday.,meetings
3177,Flight Booking,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Wednesday.,travel
4266,Limited Time Deal,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Wednesday.,promotions
3122,Hotel Reservation,Please send me the details of my upcoming trip. Please respond when convenient. This update is scheduled for Friday.,travel
1018,Checking In,I hope you are doing well. Let me know when we can catch up. Please respond when convenient. This update is scheduled for Friday.,personal
558,Support Request,My product arrived damaged. Please help me with a replacement. Please respond when convenient. This update is scheduled for Monday.,customer_support
2400,Payment Update,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Monday.,finance
1208,Hello,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Friday.,personal
2006,Account Statement,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Tuesday.,finance
2657,Meeting Reminder,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Tuesday.,meetings
2136,Payment Update,I have a question regarding the payment shown on my account. Please respond when convenient. This update is scheduled for Tuesday.,finance
1511,Interview Invitation,We would like to invite you for an interview for the open position. Please respond when convenient. This update is scheduled for Monday.,job_career
1737,Career Opportunity,Could you provide an update regarding my job application? Please respond when convenient. This update is scheduled for Friday.,job_career
246,Quarterly Report,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Monday.,business
1164,Checking In,I hope you are doing well. Let me know when we can catch up. Please respond when convenient. This update is scheduled for Friday.,personal
3363,Travel Confirmation,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Tuesday.,travel
267,Business Update,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Wednesday.,business
2367,Account Statement,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Tuesday.,finance
1115,Checking In,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Thursday.,personal
64,Business Update,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Friday.,business
2593,Schedule Update,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Friday.,meetings
2789,Schedule Update,I would like to arrange a meeting to discuss the project. Please respond when convenient. This update is scheduled for Monday.,meetings
2758,Meeting Reminder,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Tuesday.,meetings
3012,Flight Booking,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Thursday.,travel
3077,Hotel Reservation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Tuesday.,travel
2999,Schedule Update,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Thursday.,meetings
2816,Meeting Request,The meeting agenda is attached for your review. Please respond when convenient. This update is scheduled for Tuesday.,meetings
2260,Account Statement,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Friday.,finance
4959,Latest News,This week's newsletter includes important announcements. Please respond when convenient. This update is scheduled for Tuesday.,newsletter_updates
3205,Travel Confirmation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Wednesday.,travel
1238,Weekend Plans,Would you like to join us for lunch tomorrow? Please respond when convenient. This update is scheduled for Monday.,personal
104,Business Update,The client has requested an update on the project timeline. Please respond when convenient. This update is scheduled for Monday.,business
2644,Meeting Request,Can we reschedule our meeting to Thursday afternoon? Please respond when convenient. This update is scheduled for Monday.,meetings
273,Business Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Wednesday.,business
509,Support Request,My product arrived damaged. Please help me with a replacement. Please respond when convenient. This update is scheduled for Friday.,customer_support
2227,Invoice,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Friday.,finance
4934,Weekly Update,This week's newsletter includes important announcements. Please respond when convenient. This update is scheduled for Friday.,newsletter_updates
2442,Payment Update,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Monday.,finance
866,Support Request,Could you help me resolve this issue with my account? Please respond when convenient. This update is scheduled for Tuesday.,customer_support
3327,Travel Confirmation,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Monday.,travel
909,Order Issue,I have not received my order yet and would like an update. Please respond when convenient. This update is scheduled for Thursday.,customer_support
2115,Invoice,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Tuesday.,finance
3897,Event Invitation,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Tuesday.,events
1628,Interview Invitation,I am writing to apply for the software developer position. Please respond when convenient. This update is scheduled for Thursday.,job_career
2874,Meeting Reminder,I would like to arrange a meeting to discuss the project. Please respond when convenient. This update is scheduled for Thursday.,meetings
1523,Career Opportunity,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Monday.,job_career
836,Support Request,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Tuesday.,customer_support
359,Project Update,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Tuesday.,business
139,Quarterly Report,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Friday.,business
300,Quarterly Report,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Tuesday.,business
1557,Job Application,I am interested in learning more about the internship opportunity. Please respond when convenient. This update is scheduled for Tuesday.,job_career
1004,Checking In,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Thursday.,personal
383,Project Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Wednesday.,business
942,Order Issue,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Wednesday.,customer_support
4447,Special Offer,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Friday.,promotions
4855,Weekly Update,Welcome to our monthly newsletter. Please respond when convenient. This update is scheduled for Wednesday.,newsletter_updates
762,Service Problem,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Wednesday.,customer_support
1706,Interview Invitation,I am writing to apply for the software developer position. Please respond when convenient. This update is scheduled for Tuesday.,job_career
1874,Job Application,I am interested in learning more about the internship opportunity. Please respond when convenient. This update is scheduled for Friday.,job_career
2551,Meeting Reminder,The meeting agenda is attached for your review. Please respond when convenient. This update is scheduled for Wednesday.,meetings
2087,Payment Update,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Monday.,finance
2198,Invoice,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Wednesday.,finance
899,Order Issue,My product arrived damaged. Please help me with a replacement. Please respond when convenient. This update is scheduled for Monday.,customer_support
4000,Upcoming Event,The event schedule has been updated. Please respond when convenient. This update is scheduled for Thursday.,events
3616,Event Invitation,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Tuesday.,events
1403,Hello,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Wednesday.,personal
3874,Event Invitation,Please find the invitation for the upcoming seminar. Please respond when convenient. This update is scheduled for Wednesday.,events
3786,Event Invitation,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Monday.,events
4387,Special Offer,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Wednesday.,promotions
2956,Meeting Reminder,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Friday.,meetings
1513,Interview Invitation,Could you provide an update regarding my job application? Please respond when convenient. This update is scheduled for Thursday.,job_career
1189,Weekend Plans,Please call me when you have some free time. Please respond when convenient. This update is scheduled for Monday.,personal
2990,Meeting Reminder,I would like to arrange a meeting to discuss the project. Please respond when convenient. This update is scheduled for Wednesday.,meetings
2081,Account Statement,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Thursday.,finance
4984,Monthly Newsletter,This week's newsletter includes important announcements. Please respond when convenient. This update is scheduled for Thursday.,newsletter_updates
3438,Flight Booking,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Tuesday.,travel
109,Quarterly Report,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Thursday.,business
4699,Monthly Newsletter,Here are this week's latest company updates. Please respond when convenient. This update is scheduled for Wednesday.,newsletter_updates
2828,Meeting Request,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Tuesday.,meetings
4748,Monthly Newsletter,Read the latest news and updates from our organization. Please respond when convenient. This update is scheduled for Thursday.,newsletter_updates
59,Business Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Wednesday.,business
77,Quarterly Report,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Tuesday.,business
797,Service Problem,Could you help me resolve this issue with my account? Please respond when convenient. This update is scheduled for Wednesday.,customer_support
369,Project Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Monday.,business
4906,Latest News,Here are this week's latest company updates. Please respond when convenient. This update is scheduled for Tuesday.,newsletter_updates
786,Order Issue,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Friday.,customer_support
2089,Payment Update,Please find the latest invoice attached to this email. Please respond when convenient. This update is scheduled for Monday.,finance
2315,Account Statement,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Friday.,finance
3385,Hotel Reservation,Please send me the details of my upcoming trip. Please respond when convenient. This update is scheduled for Thursday.,travel
3606,Conference Update,The event schedule has been updated. Please respond when convenient. This update is scheduled for Wednesday.,events
4112,Special Offer,Our special offer is available for a limited time. Please respond when convenient. This update is scheduled for Friday.,promotions
1903,Interview Invitation,Could you provide an update regarding my job application? Please respond when convenient. This update is scheduled for Friday.,job_career
1704,Career Opportunity,I am interested in learning more about the internship opportunity. Please respond when convenient. This update is scheduled for Friday.,job_career
122,Quarterly Report,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Friday.,business
1845,Career Opportunity,I am writing to apply for the software developer position. Please respond when convenient. This update is scheduled for Monday.,job_career
2370,Payment Update,I have a question regarding the payment shown on my account. Please respond when convenient. This update is scheduled for Friday.,finance
3729,Upcoming Event,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Monday.,events
911,Service Problem,I have not received my order yet and would like an update. Please respond when convenient. This update is scheduled for Wednesday.,customer_support
125,Project Update,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Tuesday.,business
2573,Meeting Reminder,Can we reschedule our meeting to Thursday afternoon? Please respond when convenient. This update is scheduled for Wednesday.,meetings
1587,Career Opportunity,We would like to invite you for an interview for the open position. Please respond when convenient. This update is scheduled for Monday.,job_career
1258,Hello,Would you like to join us for lunch tomorrow? Please respond when convenient. This update is scheduled for Friday.,personal
3442,Hotel Reservation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Wednesday.,travel
3481,Travel Confirmation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Thursday.,travel
4109,Exclusive Discount,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Friday.,promotions
1179,Weekend Plans,I hope you are doing well. Let me know when we can catch up. Please respond when convenient. This update is scheduled for Wednesday.,personal
3464,Flight Booking,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Friday.,travel
3470,Travel Confirmation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Friday.,travel
3468,Travel Confirmation,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Tuesday.,travel
2104,Payment Update,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Wednesday.,finance
443,Business Update,Please review the quarterly business report and share your feedback. Please respond when convenient. This update is scheduled for Wednesday.,business
2228,Account Statement,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Wednesday.,finance
4417,Special Offer,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Monday.,promotions
926,Service Problem,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Monday.,customer_support
4021,Limited Time Deal,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Monday.,promotions
2146,Account Statement,I have a question regarding the payment shown on my account. Please respond when convenient. This update is scheduled for Friday.,finance
4771,Latest News,Read the latest news and updates from our organization. Please respond when convenient. This update is scheduled for Tuesday.,newsletter_updates
1412,Checking In,I hope you are doing well. Let me know when we can catch up. Please respond when convenient. This update is scheduled for Wednesday.,personal
3467,Travel Confirmation,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Monday.,travel
2073,Account Statement,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Monday.,finance
1510,Interview Invitation,I am writing to apply for the software developer position. Please respond when convenient. This update is scheduled for Wednesday.,job_career
1228,Hello,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Tuesday.,personal
4073,Exclusive Discount,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Tuesday.,promotions
2586,Meeting Request,Can we reschedule our meeting to Thursday afternoon? Please respond when convenient. This update is scheduled for Wednesday.,meetings
4451,Limited Time Deal,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Tuesday.,promotions
2952,Schedule Update,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Monday.,meetings
3886,Upcoming Event,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Thursday.,events
325,Quarterly Report,The updated project proposal is ready for your review. Please respond when convenient. This update is scheduled for Thursday.,business
3978,Upcoming Event,Please RSVP for the upcoming company event. Please respond when convenient. This update is scheduled for Wednesday.,events
3577,Upcoming Event,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Thursday.,events
2212,Account Statement,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Tuesday.,finance
3299,Travel Confirmation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Thursday.,travel
3036,Flight Booking,The flight schedule has been updated by the airline. Please respond when convenient. This update is scheduled for Wednesday.,travel
1499,Weekend Plans,Would you like to join us for lunch tomorrow? Please respond when convenient. This update is scheduled for Monday.,personal
1503,Job Application,I am writing to apply for the software developer position. Please respond when convenient. This update is scheduled for Tuesday.,job_career
1007,Checking In,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Wednesday.,personal
4180,Limited Time Deal,Get 30 percent off your next purchase this weekend. Please respond when convenient. This update is scheduled for Wednesday.,promotions
3014,Flight Booking,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Monday.,travel
3517,Upcoming Event,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Tuesday.,events
1468,Weekend Plans,Would you like to join us for lunch tomorrow? Please respond when convenient. This update is scheduled for Friday.,personal
1226,Hello,Please call me when you have some free time. Please respond when convenient. This update is scheduled for Tuesday.,personal
3168,Hotel Reservation,I would like to change the date of my hotel reservation. Please respond when convenient. This update is scheduled for Friday.,travel
2268,Account Statement,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Thursday.,finance
3809,Conference Update,We are organizing a celebration and would love you to join us. Please respond when convenient. This update is scheduled for Wednesday.,events
1217,Checking In,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Friday.,personal
3977,Event Invitation,The event schedule has been updated. Please respond when convenient. This update is scheduled for Monday.,events
4585,Weekly Update,Read the latest news and updates from our organization. Please respond when convenient. This update is scheduled for Friday.,newsletter_updates
421,Project Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Friday.,business
3423,Flight Booking,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Monday.,travel
7,Business Update,The client has requested an update on the project timeline. Please respond when convenient. This update is scheduled for Friday.,business
933,Service Problem,The service is not working properly. Please check the problem. Please respond when convenient. This update is scheduled for Thursday.,customer_support
1692,Career Opportunity,I am interested in learning more about the internship opportunity. Please respond when convenient. This update is scheduled for Monday.,job_career
440,Business Update,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Tuesday.,business
1314,Checking In,I hope you are doing well. Let me know when we can catch up. Please respond when convenient. This update is scheduled for Thursday.,personal
679,Service Problem,I have not received my order yet and would like an update. Please respond when convenient. This update is scheduled for Wednesday.,customer_support
1944,Job Application,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Thursday.,job_career
4611,Latest News,Here is your regular update with the latest information. Please respond when convenient. This update is scheduled for Tuesday.,newsletter_updates
3304,Travel Confirmation,Can you help me book a hotel for my business trip? Please respond when convenient. This update is scheduled for Thursday.,travel
2269,Invoice,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Monday.,finance
4634,Latest News,This week's newsletter includes important announcements. Please respond when convenient. This update is scheduled for Tuesday.,newsletter_updates
4081,Special Offer,Enjoy exclusive discounts on selected products today. Please respond when convenient. This update is scheduled for Friday.,promotions
2519,Meeting Reminder,Can we reschedule our meeting to Thursday afternoon? Please respond when convenient. This update is scheduled for Friday.,meetings
2440,Account Statement,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Monday.,finance
4038,Exclusive Discount,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Tuesday.,promotions
1894,Interview Invitation,I am writing to apply for the software developer position. Please respond when convenient. This update is scheduled for Monday.,job_career
4245,Limited Time Deal,Use this promotional code to receive a discount on your order. Please respond when convenient. This update is scheduled for Tuesday.,promotions
4830,Monthly Newsletter,Here is your regular update with the latest information. Please respond when convenient. This update is scheduled for Monday.,newsletter_updates
2641,Schedule Update,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Tuesday.,meetings
195,Quarterly Report,We need your approval before proceeding with the business plan. Please respond when convenient. This update is scheduled for Thursday.,business
1475,Checking In,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Monday.,personal
4617,Monthly Newsletter,Here are this week's latest company updates. Please respond when convenient. This update is scheduled for Tuesday.,newsletter_updates
1212,Weekend Plans,Are you free to meet for dinner this weekend? Please respond when convenient. This update is scheduled for Thursday.,personal
2439,Invoice,Could you confirm whether my refund has been issued? Please respond when convenient. This update is scheduled for Tuesday.,finance
1658,Interview Invitation,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Tuesday.,job_career
2701,Meeting Request,The meeting agenda is attached for your review. Please respond when convenient. This update is scheduled for Monday.,meetings
3083,Travel Confirmation,Your flight booking has been confirmed for next Monday. Please respond when convenient. This update is scheduled for Monday.,travel
2706,Meeting Reminder,The meeting agenda is attached for your review. Please respond when convenient. This update is scheduled for Wednesday.,meetings
4227,Exclusive Discount,Our special offer is available for a limited time. Please respond when convenient. This update is scheduled for Monday.,promotions
2843,Schedule Update,The team meeting has been scheduled for Monday at 10 AM. Please respond when convenient. This update is scheduled for Monday.,meetings
2303,Payment Update,Please find the latest invoice attached to this email. Please respond when convenient. This update is scheduled for Thursday.,finance
1131,Hello,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Friday.,personal
1462,Weekend Plans,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Tuesday.,personal
277,Quarterly Report,Please find the latest sales figures attached for discussion. Please respond when convenient. This update is scheduled for Wednesday.,business
2223,Invoice,Please find the latest invoice attached to this email. Please respond when convenient. This update is scheduled for Thursday.,finance
2332,Account Statement,The payment has been processed successfully. Please respond when convenient. This update is scheduled for Thursday.,finance
4323,Special Offer,Shop now and receive free delivery on qualifying purchases. Please respond when convenient. This update is scheduled for Thursday.,promotions
1303,Weekend Plans,Would you like to join us for lunch tomorrow? Please respond when convenient. This update is scheduled for Wednesday.,personal
2518,Schedule Update,Please confirm your availability for tomorrow's meeting. Please respond when convenient. This update is scheduled for Thursday.,meetings
223,Project Update,The updated project proposal is ready for your review. Please respond when convenient. This update is scheduled for Monday.,business
2037,Invoice,Your invoice is due for payment by the end of this month. Please respond when convenient. This update is scheduled for Wednesday.,finance
1925,Career Opportunity,Please find my resume attached for your consideration. Please respond when convenient. This update is scheduled for Wednesday.,job_career
574,Order Issue,Could you help me resolve this issue with my account? Please respond when convenient. This update is scheduled for Friday.,customer_support
1237,Checking In,I wanted to check how you are doing. Please respond when convenient. This update is scheduled for Wednesday.,personal
